label,area,perimeter,equivalent_diameter,eccentricity
125,481.0,88.18376618407356,24.747287144606645,0.7149425670416698
126,906.0,126.22539674441617,33.96402549065787,0.7495441362684675
127,755.0,110.91168824543142,31.004771508189638,0.8206420668701171
128,1571.0,206.65180361560905,44.724258795187886,0.9556705410416658
129,1345.0,182.06601717798213,41.382450237616354,0.8375938896192406
130,1101.0,179.81118318204307,37.441110276718746,0.9619493004724049
131,2188.0,263.6812408671319,52.78113416629597,0.976609853826207
132,495.0,102.5685424949238,25.104851615652017,0.9011361785438541
133,622.0,105.53300858899105,28.14169498849121,0.7815457391851446
134,950.0,137.98275605729688,34.77898169151024,0.6929927414962783
135,686.0,137.98275605729688,29.554057719513263,0.9449151457678951
136,1183.0,170.85281374238568,38.810338589372,0.9116719020516484
137,1191.0,152.12489168102786,38.94134432424719,0.843611657367826
138,1481.0,228.1370849898476,43.424276226009525,0.9399128435018984
139,917.0,147.63961030678925,34.16958680642984,0.906666980068173
140,1255.0,193.4386001800126,39.97393686694656,0.9664422665845612
141,209.0,56.04163056034261,16.312788383647018,0.6740978144491641
142,964.0,130.1959594928933,35.03431062722223,0.778198831086604
143,832.0,157.43860018001263,32.54743156102575,0.9642389614135051
144,942.0,157.49747468305833,34.63223427878316,0.9655190825636721
145,1605.0,192.99494936611666,45.20563537104568,0.9304277155068882
146,527.0,105.25483399593904,25.903614421069328,0.8821124187121101
147,1043.0,162.98885271170678,36.44158126589425,0.9044251060668508
148,408.0,93.49747468305833,22.792141940852034,0.7693534062823651
149,395.0,86.76955262170046,22.42609239636699,0.7752571245008844
150,946.0,129.05382386916236,34.70568554746418,0.8414639875157316
151,919.0,163.15432893255073,34.20682887394876,0.9727286185192348
152,1793.0,193.5096679918781,47.77989643888051,0.8382639456427778
153,1055.0,138.5685424949238,36.6506169074355,0.7699508722437601
154,1032.0,153.1959594928933,36.24890633062862,0.8889011105628177
155,412.0,80.8700576850888,22.903595622322865,0.8085437133139612
156,818.0,125.74011537017759,32.27243324562564,0.8663143686883524
157,1370.0,169.1959594928933,41.76527476609214,0.9253800497281716
158,895.0,123.88225099390856,33.757212452126,0.7261567099222557
159,567.0,92.66904755831213,26.86869594648831,0.6740837446021276
160,490.0,100.2193000900063,24.977737626138797,0.87446019128249
161,1606.0,207.17871555019022,45.21971593060566,0.949631837858501
162,796.0,179.68733752154176,31.83549399034338,0.9734969162081877
163,973.0,123.71067811865476,35.197472594311556,0.7654649912151874
164,1486.0,210.12489168102783,43.49751675068879,0.9685208496050336
165,2005.0,222.59292911256333,50.525689378711114,0.9310581673565899
166,900.0,123.63961030678927,33.851375012865375,0.7944747052887078
167,1038.0,149.53910524340094,36.3541283410165,0.790410862225389
168,1566.0,226.0071426749364,44.653030435293694,0.9671545514455306
169,467.0,92.08326112068524,24.384480051691096,0.8438154484458434
170,783.0,140.18986283848344,31.574460621325464,0.9496046435963337
171,316.0,80.42640687119284,20.0585068271871,0.9178559219038457
172,367.0,81.66904755831213,21.616635097022034,0.7379396302292157
173,1105.0,129.39696961967,37.50906153094682,0.8070113754134031
174,1388.0,180.40916292848974,42.038749839789546,0.9442690844889264
175,681.0,112.71067811865476,29.44615645486938,0.8428674266245738
176,1687.0,194.13098833543773,46.346036637108675,0.6979651153977546
177,936.0,139.78174593052023,34.52176435050956,0.9194780651157634
178,451.0,99.60407640085654,23.96311821686732,0.8602288831218379
179,457.0,87.91168824543142,24.121991458915023,0.8276704665988824
180,393.0,79.01219330881976,22.36924542940416,0.7122001509351298
181,667.0,106.66904755831213,29.14190756176324,0.851211383400304
182,484.0,100.0477272147525,24.824341676101277,0.9107081076666951
183,1186.0,152.50966799187808,38.85951749643713,0.9063769746174297
184,1251.0,201.17261889578035,39.91018254109706,0.9578713268581963
185,713.0,149.43860018001263,30.130048048354833,0.9718622636571492
186,413.0,90.15432893255071,22.93137440223813,0.9041216938359569
187,650.0,109.35533905932736,28.76813695875796,0.771022063490526
188,1407.0,190.03048327204937,42.32550105364819,0.9062800123230796
189,395.0,93.49747468305833,22.42609239636699,0.9460788625914308
190,852.0,121.49747468305833,32.9363035587535,0.804536601975495
191,1107.0,150.12489168102786,37.542991037233904,0.8970313215756457
192,421.0,82.42640687119284,23.152404806704283,0.8182645648835273
193,816.0,145.92388155425118,32.23295624828558,0.9614502992416031
194,551.0,109.25483399593905,26.486883341553696,0.5306357832640339
195,610.0,111.19595949289332,27.868909599918855,0.9223080226730385
196,953.0,145.5685424949238,34.833852588144914,0.9431589010280709
197,1012.0,154.5685424949238,35.89593875735784,0.878347977612762
198,749.0,139.43250352560273,30.881327999401787,0.8916301295343068
199,903.0,140.22539674441617,33.90774703361832,0.8526069507965898
200,1853.0,221.16652224137044,48.572758583327925,0.964116582048765
201,535.0,140.66904755831214,26.099485750361293,0.8956139201394065
202,785.0,120.39696961966999,31.614759885488656,0.8806418862936727
203,1143.0,155.78174593052023,38.14856222234714,0.9149596815071064
204,488.0,89.84062043356595,24.926710529686012,0.8842230966848479
205,1180.0,169.82337649086284,38.7610972856483,0.9393931040013784
206,933.0,153.19595949289334,34.46639660942099,0.948357043397799
207,801.0,167.43250352560275,31.935323316554435,0.9708661065857338
208,1167.0,186.7523086789974,38.54699143520717,0.9398881729570793
209,946.0,139.0538238691624,34.70568554746418,0.7983873547464254
210,1359.0,158.60407640085654,41.597266031496424,0.7162079799545059
211,784.0,136.26702730475878,31.594616678674353,0.9529906982040915
212,1007.0,137.67514421272202,35.80715321759479,0.860488333241925
213,535.0,99.39696961966999,26.099485750361293,0.8741714685430683
214,1005.0,145.39696961967,35.77157729900708,0.7894682520630812
215,983.0,131.1543289325507,35.37788111906457,0.6741827853630701
216,992.0,171.2670273047588,35.539465786323824,0.9606179491486423
217,200.0,51.4558441227157,15.957691216057308,0.3375374383241827
218,157.0,45.45584412271571,14.138550439257221,0.5728449188021615
219,44.0,28.692388155425117,7.48482063701911,0.9590117549409435
220,263.0,68.04163056034261,18.29923496393627,0.8795422335828352
221,115.0,46.970562748477136,12.100518486599809,0.9200415046836848
